Fiscal Year ,BMP Name,Sending County Code,Sending County ,Receiving County Code,Receiving County,Extent,Unit,Animal Primary Type,Animal subtype,Receiving State,Receiving Location
2016,Manure Transport,24047,WORCESTER,,,416.06,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24047,WORCESTER,,,118,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24047,WORCESTER,,,94.06,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24047,WORCESTER,,,214.55,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24011,CAROLINE,,,369.97,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24011,CAROLINE,,,75.14,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,247.26,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,200.86,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,372.59,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,466.83,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,143.52,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,263.19,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,1040.19,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,324.94,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,74.76,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,126.18,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,75.43,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,374.15,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,454.16,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,165.96,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,188.21,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,116.91,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,72.82,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,285.39,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,71.68,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,143.85,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,73.62,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24047,WORCESTER,,,142.29,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,437.28,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,247.84,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,47.44,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,95.59,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,124.72,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,124.82,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,49.21,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,124.94,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,223.36,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,119.8,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,168.74,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,237.8,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,283.6,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24047,WORCESTER,,,355.06,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24047,WORCESTER,,,260.43,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24019,DORCHESTER,,,74.74,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,1095.2,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,173.86,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,259.81,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,100.37,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,70.29,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,142.98,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,257.23,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,193.1,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24047,WORCESTER,,,371.69,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24011,CAROLINE,,,99.02,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,124.72,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,175.31,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,174.47,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,1661.02,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,448.34,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,142.08,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,208.53,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,147.43,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,218.62,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,197.36,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,99.11,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,75.42,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,124.12,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,99.14,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,75.53,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,199.86,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,75.96,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,199.26,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,142.05,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,45.77,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,120.17,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,96.5,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,116.76,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24047,WORCESTER,,,411.41,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24047,WORCESTER,,,191.08,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24047,WORCESTER,,,115.58,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24047,WORCESTER,,,374.84,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24011,CAROLINE,,,75.1,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,276.2,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,150.52,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,264.13,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,138.91,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,449.58,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,595.71,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,210.39,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24047,WORCESTER,,,193.01,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24047,WORCESTER,,,67.94,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,151.22,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,210.27,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,585.83,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,401.67,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,354.9,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,71.44,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,167.16,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,126.53,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,100.06,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,226.19,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,127.04,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,988.72,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,48.25,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,162.46,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,118.47,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,74.47,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,588.4,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,239.49,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,358.2,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24047,WORCESTER,,,189.78,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24047,WORCESTER,,,397.27,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24047,WORCESTER,,,257.76,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24047,WORCESTER,,,870.24,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24047,WORCESTER,,,93.85,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24047,WORCESTER,,,170.78,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24047,WORCESTER,,,312.36,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,245.97,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,449.78,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,464.64,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,270.36,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,254.37,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,375.16,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,97.88,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,134.48,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,242.44,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,132.04,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24047,WORCESTER,,,1357.29,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24047,WORCESTER,,,474.75,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,151.52,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,247.47,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,348.02,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,575.89,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,100.77,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,212.47,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,234.53,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,202.54,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,76.05,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24047,WORCESTER,,,346.89,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24047,WORCESTER,,,321.99,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,258.32,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,71.13,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,160.9,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24047,WORCESTER,,,92.51,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24047,WORCESTER,,,496.03,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,713.26,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,315.11,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,789.1,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,169.02,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,1126.64,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,505.55,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,331.23,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,162.5,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,288.66,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,192.79,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,168.96,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,207.73,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,141.7,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24047,WORCESTER,,,142.02,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24011,CAROLINE,,,376.82,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24011,CAROLINE,,,99.57,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,199.52,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,348.17,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,273.86,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,266.61,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,50.34,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,72.52,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,92.65,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,148.92,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24047,WORCESTER,,,170.81,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,193.23,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,189.73,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24039,SOMERSET,,,456.42,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,214.82,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,166.66,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,191.42,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,73.72,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,211.8,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24045,WICOMICO,,,213.37,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24047,WORCESTER,,,236.45,Tons,POULTRY,BROILERS,,Alternative Use
2016,Manure Transport,24047,WORCESTER,,,211.09,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,96.1,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,239.23,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,187.54,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,93.37,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,93.9,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,165.15,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,192.62,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24039,SOMERSET,,,270.16,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24039,SOMERSET,,,371.03,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24039,SOMERSET,,,246.44,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24039,SOMERSET,,,273.59,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24039,SOMERSET,,,248,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24039,SOMERSET,,,173.62,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24039,SOMERSET,,,349.12,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24039,SOMERSET,,,223.64,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24039,SOMERSET,,,222.44,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,74.86,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,100.14,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24047,WORCESTER,,,74.64,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24011,CAROLINE,,,74.78,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24039,SOMERSET,,,394.76,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24039,SOMERSET,,,400.9,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24039,SOMERSET,,,244.07,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24039,SOMERSET,,,606.52,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24039,SOMERSET,,,500.16,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24039,SOMERSET,,,284.02,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,115.18,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,82.71,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,124.41,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,120.8,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,99.96,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,263.11,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,23.2,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,569.46,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,141.01,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,70.04,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,118.5,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,141.91,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,405.9,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24047,WORCESTER,,,273.89,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24047,WORCESTER,,,260.92,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24039,SOMERSET,,,239.23,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,68.81,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,46.69,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,94.7,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,95.72,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,186.75,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,23.31,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,503.25,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24047,WORCESTER,,,71.65,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24011,CAROLINE,,,74.86,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24039,SOMERSET,,,323.92,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24039,SOMERSET,,,275.37,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24039,SOMERSET,,,298.28,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24039,SOMERSET,,,371.66,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,93.42,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,98.87,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,296.75,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,50.01,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,75.26,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,212.27,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,99.82,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,174.49,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,137.1,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,149.94,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,213.93,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24047,WORCESTER,,,425.41,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24047,WORCESTER,,,388.74,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24039,SOMERSET,,,223.48,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24039,SOMERSET,,,569.47,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24039,SOMERSET,,,523.31,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24039,SOMERSET,,,366.47,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24039,SOMERSET,,,146.54,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24039,SOMERSET,,,195.67,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24039,SOMERSET,,,48.72,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24039,SOMERSET,,,2028.27,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24039,SOMERSET,,,264.42,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24039,SOMERSET,,,142.9,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24039,SOMERSET,,,671.61,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24039,SOMERSET,,,280.43,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24039,SOMERSET,,,525.58,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24039,SOMERSET,,,286.51,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24039,SOMERSET,,,558.29,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,74.42,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,100.12,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,74.28,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,193.23,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,566.58,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,70.09,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,572.43,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,117.42,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,97.44,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,141.34,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,118.2,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,96.32,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,93.93,Tons,POULTRY,BROILERS,,Alternative Use
2017,Manure Transport,24045,WICOMICO,,,285.92,Tons,POULTRY,BROILERS,,Alternative Use
